timestamp,buy_venue,sell_venue,gap,units,reducing
1786147154.0323112,OB5X_202706_F,OB5X_ETF,0.5834,48,1
1786147157.1927288,OB5X_ETF,OB5X_202706_F,0.4115,48,1
1786147176.1825824,OB5X_202612_F,OB5X_ETF,0.4545,48,1
1786147185.6877728,OB5X_ETF,OB5X_202612_F,0.4469,48,1
1786147249.1647158,OB5X_202612_F,OB5X_ETF,0.2443,48,1
1786147252.3855698,OB5X_ETF,OB5X_202703_F,0.2244,48,1
1786147334.7339368,OB5X_202706_F,OB5X_ETF,0.0618,48,1
1786147347.3720262,OB5X_ETF,OB5X_202612_F,0.0865,48,1
1786147375.8895643,OB5X_202612_F,OB5X_ETF,0.4199,48,1
1786147390.8783529,OB5X_ETF,OB5X_202706_F,0.4488,48,1
1786147714.9614654,OB5X_202706_F,OB5X_ETF,0.2666,48,1
1786147722.7731876,OB5X_ETF,BASKET,0.019,4,1
1786147730.7596781,OB5X_202706_F,OB5X_ETF,1.2564,4,0
1786147750.7635055,BASKET,OB5X_202612_F,0.1536,4,0
1786147796.500235,OB5X_202703_F,BASKET,0.2458,4,1
1786147800.4439933,OB5X_ETF,OB5X_202612_F,0.2591,48,0
1786147814.9890037,BASKET,OB5X_202706_F,0.5174,4,0
1786147816.2914662,OB5X_202703_F,OB5X_ETF,0.1751,48,1
1786147820.7996492,OB5X_ETF,OB5X_202706_F,0.0257,48,1
1786147824.482155,OB5X_202703_F,BASKET,0.1548,4,0
1786147837.3860507,BASKET,OB5X_202612_F,0.4234,4,0
1786147844.777562,OB5X_202706_F,OB5X_ETF,0.0675,48,1
1786147848.7753544,OB5X_ETF,OB5X_202706_F,0.0298,48,1
1786147879.521704,OB5X_202703_F,BASKET,0.211,4,0
1786147879.6492906,OB5X_202703_F,OB5X_ETF,0.3719,48,0
1786147881.0495565,BASKET,OB5X_202703_F,0.1369,4,0
1786147883.4700391,OB5X_202706_F,BASKET,0.5054,4,1
1786147892.8351262,OB5X_ETF,OB5X_202703_F,0.5324,2,1
1786147895.48711,OB5X_ETF,OB5X_202703_F,0.0283,46,1
1786147930.278672,OB5X_202612_F,OB5X_ETF,0.238,48,1
1786147936.6646233,OB5X_ETF,OB5X_202703_F,0.7376,48,1
1786148044.9569986,OB5X_202706_F,OB5X_ETF,0.031,48,1
1786148076.4467773,OB5X_ETF,OB5X_202706_F,0.0768,48,1
1786148223.6272213,OB5X_202706_F,OB5X_ETF,0.3088,48,1
1786148226.7019906,OB5X_ETF,OB5X_202706_F,0.6787,48,1
1786148303.9838917,OB5X_202703_F,OB5X_ETF,0.1568,48,1
1786148314.3630743,OB5X_ETF,OB5X_202703_F,0.1485,48,1
1786148465.390672,OB5X_202612_F,BASKET,0.1427,14,1
1786148478.288189,OB5X_202703_F,OB5X_ETF,0.0063,48,1
1786148479.4699192,BASKET,OB5X_202703_F,0.0164,14,1
1786148483.0002375,OB5X_202706_F,BASKET,0.202,14,1
1786148488.5310273,BASKET,OB5X_202703_F,0.0333,6,1
1786148489.5003295,BASKET,OB5X_202703_F,0.1065,8,1
1786148490.559469,OB5X_202703_F,BASKET,0.3743,13,0
1786148500.4359915,OB5X_ETF,OB5X_202703_F,0.0934,48,1
1786148502.7233534,BASKET,OB5X_202612_F,0.0286,13,1
1786148506.7907088,OB5X_202612_F,OB5X_ETF,0.5244,48,1
1786148523.9489179,OB5X_ETF,BASKET,0.0027,13,1
1786148524.463527,OB5X_ETF,OB5X_202706_F,0.1209,35,1
1786148528.493225,BASKET,OB5X_202612_F,0.0302,13,1
1786148544.8471587,OB5X_202706_F,OB5X_ETF,0.1873,48,1
1786148551.1761222,OB5X_ETF,OB5X_202612_F,0.0653,48,1
1786148622.6298614,OB5X_202612_F,BASKET,0.0908,13,1
1786148623.9214919,BASKET,OB5X_ETF,0.2147,13,1
1786148624.0423832,FLATTEN,OB5X_202703_F,17.19,17,0
1786148633.6061642,OB5X_202706_F,OB5X_ETF,0.1921,48,0
1786148642.5230582,OB5X_ETF,BASKET,0.0429,13,1
1786148652.621747,OB5X_202703_F,OB5X_ETF,0.2358,13,0
1786148655.797228,OB5X_ETF,OB5X_202706_F,0.1038,48,1
1786148657.015083,BASKET,OB5X_202706_F,0.2216,13,1
1786148665.30178,OB5X_202612_F,OB5X_ETF,0.0492,48,1
1786148677.979073,OB5X_ETF,BASKET,0.2025,13,1
1786148678.063155,OB5X_ETF,OB5X_202706_F,0.1018,35,1
1786148689.864382,OB5X_202706_F,BASKET,0.1648,13,0
1786148722.7391655,BASKET,OB5X_202612_F,0.0344,26,1
1786148731.6924112,OB5X_202703_F,OB5X_ETF,0.0208,48,1
1786148731.9904892,OB5X_ETF,BASKET,0.0101,12,1
1786148747.6522274,OB5X_ETF,OB5X_202703_F,0.1843,36,1
1786148756.1731513,BASKET,OB5X_202706_F,0.364,12,0
1786148791.7044713,OB5X_202703_F,BASKET,0.0148,12,1
1786148792.822661,BASKET,OB5X_ETF,0.1307,12,1
1786148807.1111507,OB5X_202703_F,BASKET,0.1567,12,1
1786148812.0461166,OB5X_202706_F,OB5X_ETF,0.078,36,1
1786148820.5686634,OB5X_ETF,OB5X_202703_F,0.3828,48,1
1786148826.8608773,BASKET,OB5X_202706_F,0.1824,12,1
1786148861.7774518,OB5X_202703_F,OB5X_ETF,0.2072,48,1
1786148880.7616727,OB5X_ETF,BASKET,0.0494,12,1
1786148905.9944391,BASKET,OB5X_202703_F,0.2608,12,1
1786148906.1674235,OB5X_ETF,OB5X_202612_F,0.6977,36,1
1786148917.996271,OB5X_202612_F,BASKET,0.0469,12,1
1786148927.5004601,BASKET,OB5X_202612_F,0.1703,12,0
1786148934.9051442,OB5X_202612_F,BASKET,0.0555,12,1
1786148944.188964,OB5X_202612_F,OB5X_ETF,0.4959,48,1
1786148950.534724,OB5X_ETF,OB5X_202612_F,0.4043,48,1
1786148956.1472902,BASKET,OB5X_202706_F,0.1224,12,0
1786148964.023239,OB5X_202612_F,BASKET,0.0488,12,1
1786148979.051112,OB5X_202706_F,OB5X_ETF,0.3594,48,1
1786148991.560097,BASKET,OB5X_202706_F,0.1368,12,1
1786148993.242583,OB5X_ETF,OB5X_202706_F,0.0365,48,1
1786148994.8841712,OB5X_202706_F,OB5X_ETF,0.3645,48,1
1786149001.5042334,OB5X_ETF,OB5X_202706_F,0.0316,48,1
1786149036.0805786,OB5X_202703_F,OB5X_ETF,0.0258,48,1
1786149039.2714443,OB5X_ETF,OB5X_202612_F,0.1926,48,1
1786149042.9758413,OB5X_202612_F,BASKET,0.1107,12,1
1786149067.7635462,OB5X_202706_F,OB5X_ETF,0.1913,48,1
1786149074.615233,OB5X_ETF,OB5X_202706_F,0.1089,48,1
1786149080.4430618,BASKET,OB5X_ETF,0.4323,12,0
1786149080.4955497,OB5X_202612_F,OB5X_ETF,0.1162,36,1
1786149107.640511,OB5X_ETF,BASKET,0.3485,12,1
1786149112.1046247,OB5X_ETF,OB5X_202612_F,0.2752,36,1
1786149119.4754524,BASKET,OB5X_202706_F,0.6066,12,0
1786149127.8059604,OB5X_202612_F,OB5X_ETF,0.0286,48,1
1786149140.6588142,OB5X_ETF,OB5X_202612_F,0.2687,48,1
1786149143.8439202,OB5X_202706_F,OB5X_ETF,0.1109,48,1
1786149161.7753546,OB5X_202612_F,BASKET,0.1028,12,1
1786149166.0096827,OB5X_ETF,OB5X_202706_F,0.3895,48,1
1786149176.3082132,OB5X_202706_F,OB5X_ETF,0.1085,48,1
1786149183.4253142,OB5X_ETF,OB5X_202706_F,0.2962,48,1
1786149219.8532383,BASKET,OB5X_202703_F,0.4574,24,1
1786149229.1378098,OB5X_202706_F,BASKET,0.0414,11,1
1786149242.1320238,OB5X_202612_F,OB5X_ETF,0.024,48,1
1786149251.6285374,OB5X_ETF,OB5X_202612_F,0.0757,48,1
1786149254.7507784,OB5X_202612_F,OB5X_ETF,0.0256,48,1
1786149263.267352,BASKET,OB5X_202612_F,0.1761,11,0
1786149273.904257,OB5X_ETF,OB5X_202703_F,0.0536,48,1
1786149274.8972197,OB5X_202706_F,BASKET,0.1649,11,1
1786149276.9459872,OB5X_202706_F,OB5X_ETF,0.5982,48,1
1786149289.5835402,OB5X_ETF,OB5X_202706_F,0.0018,48,1
1786149334.3501043,OB5X_202703_F,OB5X_ETF,0.0208,48,1
1786149356.5948374,BASKET,OB5X_202706_F,0.1675,11,0
1786149381.6309922,OB5X_202706_F,BASKET,0.1619,11,1
1786149386.8929303,BASKET,OB5X_202612_F,0.243,11,0
1786149392.288431,OB5X_202706_F,BASKET,0.0504,11,1
1786149416.3903341,OB5X_ETF,OB5X_202612_F,0.1248,48,1
1786149552.5760245,BASKET,OB5X_202703_F,0.1828,11,0
1786149553.8906515,OB5X_202612_F,BASKET,0.032,11,1
1786149555.211348,BASKET,OB5X_202706_F,0.2107,11,0
1786149568.3304515,OB5X_202706_F,OB5X_ETF,0.0826,46,1
1786149568.365639,OB5X_202703_F,OB5X_ETF,0.1154,2,0
1786149571.5917666,OB5X_ETF,OB5X_202612_F,0.1218,48,0
1786149582.5602071,OB5X_202706_F,OB5X_ETF,0.5733,48,0
1786149583.4497387,OB5X_202612_F,BASKET,0.1348,11,1
1786149587.4410772,OB5X_ETF,OB5X_202706_F,0.0326,48,1
1786149590.5649173,OB5X_202612_F,OB5X_ETF,0.0719,48,1
1786149604.501077,BASKET,OB5X_202703_F,0.1879,11,0
1786149606.4525852,OB5X_ETF,OB5X_202706_F,0.224,48,1
1786149622.1367385,OB5X_202703_F,OB5X_ETF,0.0152,46,1
1786149622.2115085,OB5X_202706_F,OB5X_ETF,0.3813,2,0
1786149628.4584599,OB5X_ETF,OB5X_202703_F,0.0885,48,1
1786149633.3891397,OB5X_202706_F,BASKET,0.0737,11,1
1786149634.805912,OB5X_202706_F,OB5X_ETF,0.3706,48,1
1786149647.5679991,OB5X_ETF,OB5X_202612_F,0.3344,48,0
1786149657.0120926,OB5X_202703_F,OB5X_ETF,0.4077,48,1
1786149676.4485831,OB5X_ETF,OB5X_202703_F,0.4019,48,1
1786149685.5162473,OB5X_202612_F,OB5X_ETF,0.2543,48,1
1786149688.733087,OB5X_ETF,OB5X_202706_F,0.3421,48,1
1786149704.5889828,OB5X_202612_F,OB5X_ETF,0.2449,48,1
1786149707.5647652,OB5X_ETF,OB5X_202612_F,0.2547,48,1
1786149712.6800647,BASKET,OB5X_202612_F,0.2683,11,0
1786149743.2386205,OB5X_202612_F,BASKET,0.3017,11,1
1786149743.7483318,BASKET,OB5X_202706_F,0.5235,11,0
1786149827.3082185,OB5X_202706_F,BASKET,0.023,11,1
1786149862.8533957,BASKET,OB5X_202612_F,0.3286,11,0
1786149864.1663451,OB5X_202703_F,BASKET,0.1018,11,1
1786149865.4865088,BASKET,OB5X_202612_F,0.193,11,0
1786149866.023283,OB5X_202706_F,BASKET,0.5462,11,1
1786149919.833361,OB5X_202612_F,OB5X_ETF,0.259,48,1
1786149927.824523,OB5X_ETF,OB5X_202612_F,0.0473,48,1
1786149929.5535085,OB5X_202612_F,OB5X_ETF,0.2519,48,1
1786149932.2111979,OB5X_ETF,OB5X_202612_F,0.0504,37,1
1786149936.8053775,OB5X_ETF,OB5X_202612_F,0.1535,11,0
1786150008.5555587,OB5X_202612_F,OB5X_ETF,0.109,4,1
1786150033.8519416,OB5X_ETF,OB5X_202612_F,0.4871,4,0
1786150058.665898,BASKET,OB5X_202706_F,0.1503,11,0
1786150073.3699763,OB5X_202706_F,BASKET,0.0794,11,1
1786150114.0202343,BASKET,OB5X_202706_F,0.1815,8,0
1786150114.074225,BASKET,OB5X_202703_F,0.1522,3,0
1786150116.8484073,OB5X_202706_F,BASKET,0.0472,11,1
1786150124.5124285,BASKET,OB5X_202703_F,0.1608,11,0
1786150193.111301,OB5X_202703_F,BASKET,0.0342,11,1
1786150207.6086566,BASKET,OB5X_202612_F,0.18,11,0
1786150226.0723155,OB5X_202706_F,OB5X_ETF,0.1826,48,0
1786150229.8419278,OB5X_ETF,OB5X_202706_F,0.1271,48,1
1786150236.884768,OB5X_202612_F,OB5X_ETF,0.258,4,1
1786150239.3179054,OB5X_ETF,OB5X_202612_F,0.1442,4,0
1786150274.1144834,OB5X_202612_F,OB5X_ETF,0.2711,48,1
1786150274.4812245,FLATTEN,OB5X_202706_F,55.84,55,0
1786150316.0819314,OB5X_202612_F,BASKET,0.0021,14,1
1786150458.9187825,BASKET,OB5X_202706_F,0.1167,14,0
1786150470.942533,OB5X_202706_F,OB5X_ETF,0.2164,48,1
1786150515.1684787,OB5X_202706_F,BASKET,0.2971,14,1
1786150547.1623237,OB5X_ETF,OB5X_202703_F,0.0566,48,1
1786150554.630083,BASKET,OB5X_202706_F,0.2185,14,0
1786150698.9182174,OB5X_202703_F,OB5X_ETF,0.2575,48,1
1786150746.43975,OB5X_ETF,OB5X_202612_F,0.3757,48,1
1786150778.070302,OB5X_202612_F,OB5X_ETF,0.2258,48,1
1786150783.9041994,OB5X_ETF,OB5X_202612_F,0.1731,48,1
1786150787.5760593,OB5X_202706_F,OB5X_ETF,0.2631,48,1
1786150796.4183896,OB5X_ETF,OB5X_202706_F,0.042,48,1
1786150907.9816043,OB5X_202706_F,OB5X_ETF,0.0516,48,1
1786150910.3210554,OB5X_ETF,OB5X_202703_F,0.241,48,1
1786150927.3963416,OB5X_202703_F,OB5X_ETF,0.0518,48,1
1786150961.8127506,OB5X_ETF,OB5X_202706_F,0.6633,48,1
1786150983.9157996,OB5X_202706_F,OB5X_ETF,0.1355,48,1
1786151008.4438255,OB5X_ETF,OB5X_202703_F,0.1668,44,1
1786151008.7084248,OB5X_ETF,OB5X_202703_F,0.1669,1,0
1786151015.6498811,OB5X_202703_F,OB5X_ETF,1.1276,45,1
1786151028.3101203,OB5X_ETF,OB5X_202703_F,0.0811,48,1
1786151031.5252988,OB5X_202706_F,OB5X_ETF,0.1032,48,0
1786151064.5867777,OB5X_ETF,OB5X_202706_F,0.2147,48,1
1786151104.3141537,OB5X_202703_F,OB5X_ETF,0.1947,48,1
1786151107.4749668,OB5X_ETF,OB5X_202703_F,0.0088,48,1
1786151113.7481658,OB5X_202703_F,OB5X_ETF,0.5993,48,1
1786151126.4607408,OB5X_ETF,OB5X_202706_F,0.0189,48,1
1786151223.84918,OB5X_202706_F,OB5X_ETF,0.221,48,1
1786151230.0184996,OB5X_ETF,OB5X_202706_F,0.1764,48,1
1786151329.0495164,OB5X_202612_F,OB5X_ETF,0.0156,48,1
1786151332.2263732,OB5X_ETF,OB5X_202703_F,0.3454,48,1
1786151386.0393457,OB5X_202703_F,OB5X_ETF,0.269,48,1
1786151395.5483196,OB5X_ETF,OB5X_202612_F,0.2687,48,1
1786151405.031035,OB5X_202706_F,OB5X_ETF,0.1318,48,1
1786151412.6728928,OB5X_ETF,OB5X_202703_F,0.1353,12,1
1786151414.6234403,OB5X_ETF,OB5X_202706_F,0.4809,36,1
1786151443.022045,OB5X_202703_F,OB5X_ETF,0.168,48,1
1786151447.8342721,OB5X_ETF,OB5X_202706_F,0.1699,48,0
1786151451.5023234,OB5X_202612_F,OB5X_ETF,0.1412,48,1
1786151462.087952,OB5X_ETF,OB5X_202612_F,0.3602,48,1
1786151623.5222685,OB5X_202612_F,OB5X_ETF,0.1401,48,1
1786151648.8739355,OB5X_ETF,OB5X_202612_F,0.1641,48,1
1786151682.000891,OB5X_202706_F,OB5X_ETF,0.1065,48,1
1786151734.4077153,OB5X_ETF,OB5X_202706_F,0.109,48,0
1786151769.2436216,OB5X_202612_F,OB5X_ETF,0.0188,48,1
1786151774.4268684,OB5X_ETF,OB5X_202703_F,0.2804,48,1
1786151781.9023445,OB5X_202706_F,OB5X_ETF,0.1852,48,1
1786151810.4668813,OB5X_ETF,OB5X_202706_F,0.12,48,0
1786151857.8944316,OB5X_202703_F,OB5X_ETF,0.1046,48,1
1786151861.1499724,OB5X_ETF,OB5X_202703_F,0.2969,48,1
1786152039.0146706,OB5X_202703_F,OB5X_ETF,0.0337,48,1
1786152044.7911885,OB5X_ETF,OB5X_202612_F,0.6923,48,1
1786152063.8298965,OB5X_202612_F,OB5X_ETF,0.0132,48,1
1786152095.4507964,OB5X_ETF,OB5X_202703_F,0.0646,48,1
1786152098.5631506,OB5X_202703_F,OB5X_ETF,0.3354,48,1
